,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
PLD2,ENSG00000129219,Gene Expression,GRCh38,False,927,0.22055289,0.19930394,81.43028846153845,1101.0,7.004882,680
MINK1,ENSG00000141503,Gene Expression,GRCh38,False,2049,0.59515226,0.4669692,58.95432692307692,2971.0,7.99699,1516
CHRNE,ENSG00000108556,Gene Expression,GRCh38,False,96,0.01983173,0.019637642,98.07692307692307,99.0,4.6051702,74
C17orf107,ENSG00000205710,Gene Expression,GRCh38,False,81,0.016426282,0.01629283,98.37740384615384,82.0,4.4188404,68
SLC25A11,ENSG00000108528,Gene Expression,GRCh38,False,2429,0.79346955,0.58415204,51.34214743589743,3961.0,8.284504,1925
RNF167,ENSG00000108523,Gene Expression,GRCh38,False,1967,0.5614984,0.44564587,60.59695512820513,2803.0,7.9388022,1547
PFN1,ENSG00000108518,Gene Expression,GRCh38,False,3345,1.5897436,0.9515589,32.99278846153846,7936.0,8.979291,2551
ENO3,ENSG00000108515,Gene Expression,GRCh38,False,448,0.1015625,0.09672963,91.02564102564102,507.0,6.2304816,379
SPAG7,ENSG00000091640,Gene Expression,GRCh38,False,1429,0.37159455,0.31597397,71.37419871794873,1855.0,7.526179,1138
CAMTA2,ENSG00000108509,Gene Expression,GRCh38,False,2299,0.6991186,0.53010964,53.946314102564095,3490.0,8.157944,1660
AC004771.4,ENSG00000262429,Gene Expression,GRCh38,False,88,0.018028846,0.017868254,98.23717948717949,90.0,4.5108595,75
INCA1,ENSG00000196388,Gene Expression,GRCh38,False,111,0.022836538,0.022579687,97.7764423076923,114.0,4.744932,89
KIF1C,ENSG00000129250,Gene Expression,GRCh38,False,849,0.19350961,0.17689821,82.99278846153845,966.0,6.8741984,634
ZFP3,ENSG00000180787,Gene Expression,GRCh38,False,187,0.03946314,0.03870437,96.25400641025641,197.0,5.288267,153
ZNF232,ENSG00000167840,Gene Expression,GRCh38,False,186,0.038060896,0.03735445,96.27403846153845,190.0,5.2522736,154
AC012146.1,ENSG00000234327,Gene Expression,GRCh38,False,751,0.17307693,0.15963015,84.95592948717949,864.0,6.7627296,594
ZNF594,ENSG00000180626,Gene Expression,GRCh38,False,181,0.038060896,0.03735445,96.37419871794873,190.0,5.2522736,146
AC087500.1,ENSG00000261879,Gene Expression,GRCh38,False,75,0.015224359,0.015109631,98.49759615384616,76.0,4.3438053,60
RABEP1,ENSG00000029725,Gene Expression,GRCh38,False,1760,0.4901843,0.3988998,64.74358974358974,2447.0,7.8030267,1411
NUP88,ENSG00000108559,Gene Expression,GRCh38,False,396,0.08353365,0.0802276,92.0673076923077,417.0,6.0354815,312
RPAIN,ENSG00000129197,Gene Expression,GRCh38,False,2068,0.59975964,0.4698534,58.57371794871795,2994.0,8.0047,1585
AC004148.1,ENSG00000263272,Gene Expression,GRCh38,False,416,0.08994391,0.08612624,91.66666666666666,449.0,6.1092477,354
C1QBP,ENSG00000108561,Gene Expression,GRCh38,False,2193,0.67888623,0.5181306,56.06971153846154,3389.0,8.128585,1782
DHX33,ENSG00000005100,Gene Expression,GRCh38,False,677,0.15224358,0.14171098,86.43830128205127,760.0,6.6346335,532
DERL2,ENSG00000072849,Gene Expression,GRCh38,False,766,0.17568108,0.16184762,84.65544871794873,877.0,6.7776465,635
MIS12,ENSG00000167842,Gene Expression,GRCh38,False,302,0.063501604,0.061566863,93.95032051282051,317.0,5.7620516,255
NLRP1,ENSG00000091592,Gene Expression,GRCh38,False,715,0.15564904,0.14466213,85.67708333333334,777.0,6.6567264,582
AC055839.2,ENSG00000286190,Gene Expression,GRCh38,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887,15
WSCD1,ENSG00000179314,Gene Expression,GRCh38,False,1961,0.57572114,0.45471305,60.71714743589743,2874.0,7.963808,1550
PITPNM3,ENSG00000091622,Gene Expression,GRCh38,False,1769,0.4835737,0.39445385,64.56330128205127,2414.0,7.7894545,1335
KIAA0753,ENSG00000198920,Gene Expression,GRCh38,False,272,0.055889424,0.054383468,94.55128205128204,279.0,5.6347895,222
TXNDC17,ENSG00000129235,Gene Expression,GRCh38,False,1336,0.35096154,0.3008166,73.23717948717949,1752.0,7.469084,1115
MED31,ENSG00000108590,Gene Expression,GRCh38,False,528,0.116185896,0.109917425,89.42307692307693,580.0,6.364751,436
C17orf100,ENSG00000256806,Gene Expression,GRCh38,False,216,0.044471152,0.043510683,95.67307692307693,222.0,5.4071717,187
SLC13A5,ENSG00000141485,Gene Expression,GRCh38,False,78,0.016225962,0.016095728,98.4375,81.0,4.406719,68
XAF1,ENSG00000132530,Gene Expression,GRCh38,False,191,0.03946314,0.03870437,96.1738782051282,197.0,5.288267,151
ALOX12-AS1,ENSG00000215067,Gene Expression,GRCh38,False,353,0.073317304,0.07075413,92.9286858974359,366.0,5.9053617,286
AC040977.1,ENSG00000262089,Gene Expression,GRCh38,False,58,0.012019231,0.011947574,98.83814102564102,60.0,4.1108737,41
RNASEK,ENSG00000219200,Gene Expression,GRCh38,False,3991,3.0578926,1.4006637,20.052083333333336,15265.0,9.633384,2899
C17orf49,ENSG00000258315,Gene Expression,GRCh38,False,2102,0.619391,0.48205018,57.892628205128204,3092.0,8.036897,1656
MIR497HG,ENSG00000267532,Gene Expression,GRCh38,False,750,0.17828526,0.1640602,84.97596153846155,890.0,6.7923446,637
BCL6B,ENSG00000161940,Gene Expression,GRCh38,False,52,0.010416667,0.010362787,98.95833333333334,52.0,3.9702919,38
SLC16A11,ENSG00000174326,Gene Expression,GRCh38,False,151,0.03145032,0.030965889,96.97516025641025,157.0,5.062595,133
ASGR1,ENSG00000141505,Gene Expression,GRCh38,False,1483,0.39703527,0.3343523,70.29246794871796,1982.0,7.592366,1206
DLG4,ENSG00000132535,Gene Expression,GRCh38,False,2180,0.6522436,0.50213414,56.330128205128204,3256.0,8.088562,1726
ACADVL,ENSG00000072778,Gene Expression,GRCh38,False,3383,1.4240786,0.8854515,32.23157051282052,7109.0,8.869258,2313
DVL2,ENSG00000004975,Gene Expression,GRCh38,False,975,0.2313702,0.20812753,80.46875,1155.0,7.052721,712
PHF23,ENSG00000040633,Gene Expression,GRCh38,False,626,0.13922276,0.13034624,87.4599358974359,695.0,6.5453496,525
GABARAP,ENSG00000170296,Gene Expression,GRCh38,False,4018,2.793069,1.3331754,19.511217948717952,13943.0,9.542805,2880
CTDNEP1,ENSG00000175826,Gene Expression,GRCh38,False,2030,0.59354967,0.46596402,59.334935897435905,2963.0,7.994295,1598
ELP5,ENSG00000170291,Gene Expression,GRCh38,False,898,0.20192307,0.18392283,82.01121794871796,1008.0,6.916715,759
SLC2A4,ENSG00000181856,Gene Expression,GRCh38,False,34,0.0068108975,0.006787808,99.31891025641025,34.0,3.5553482,30
EIF5A,ENSG00000132507,Gene Expression,GRCh38,False,2711,1.0308493,0.7084541,45.69310897435898,5146.0,8.546169,2140
GPS2,ENSG00000132522,Gene Expression,GRCh38,False,1600,0.42427886,0.35366562,67.94871794871796,2118.0,7.6586995,1179
NEURL4,ENSG00000215041,Gene Expression,GRCh38,False,1286,0.3185096,0.276502,74.23878205128204,1590.0,7.372118,974
ACAP1,ENSG00000072818,Gene Expression,GRCh38,False,316,0.06650641,0.06438827,93.6698717948718,332.0,5.8081427,265
KCTD11,ENSG00000213859,Gene Expression,GRCh38,False,123,0.025240384,0.024927106,97.5360576923077,126.0,4.8441873,99
TNK1,ENSG00000174292,Gene Expression,GRCh38,False,501,0.10897436,0.10343559,89.9639423076923,544.0,6.300786,395
PLSCR3,ENSG00000187838,Gene Expression,GRCh38,False,346,0.07371795,0.07112735,93.06891025641025,368.0,5.9107966,274
TMEM256,ENSG00000205544,Gene Expression,GRCh38,False,1722,0.49539262,0.40238878,65.5048076923077,2473.0,7.8135915,1438
NLGN2,ENSG00000169992,Gene Expression,GRCh38,False,2283,0.70352566,0.5327,54.26682692307692,3512.0,8.164226,1746
TMEM102,ENSG00000181284,Gene Expression,GRCh38,False,18,0.0038060897,0.003798865,99.63942307692307,19.0,2.9957323,16
FGF11,ENSG00000161958,Gene Expression,GRCh38,False,128,0.026442308,0.026098752,97.43589743589743,132.0,4.890349,114
CHRNB1,ENSG00000170175,Gene Expression,GRCh38,False,320,0.068509616,0.06626479,93.58974358974359,342.0,5.8377304,286
ZBTB4,ENSG00000174282,Gene Expression,GRCh38,False,2379,0.75060093,0.5599591,52.34375,3747.0,8.228977,1831
POLR2A,ENSG00000181222,Gene Expression,GRCh38,False,2017,0.58413464,0.46003827,59.59535256410257,2916.0,7.978311,1561
TNFSF12,ENSG00000239697,Gene Expression,GRCh38,False,1396,0.3653846,0.31143615,72.03525641025641,1824.0,7.509335,1129
AC016876.3,ENSG00000276384,Gene Expression,GRCh38,False,30,0.0060096155,0.00599163,99.39903846153845,30.0,3.4339871,23
TNFSF13,ENSG00000161955,Gene Expression,GRCh38,False,294,0.06229968,0.060436066,94.11057692307693,311.0,5.7430034,237
SENP3,ENSG00000161956,Gene Expression,GRCh38,False,142,0.029046474,0.02863262,97.15544871794873,145.0,4.983607,111
EIF4A1,ENSG00000161960,Gene Expression,GRCh38,False,2960,1.1203927,0.7516013,40.705128205128204,5593.0,8.62945,2259
CD68,ENSG00000129226,Gene Expression,GRCh38,False,114,0.0234375,0.023167059,97.71634615384616,117.0,4.7706847,83
AC016876.1,ENSG00000233223,Gene Expression,GRCh38,False,526,0.114182696,0.10812113,89.46314102564102,570.0,6.347389,435
MPDU1,ENSG00000129255,Gene Expression,GRCh38,False,953,0.22415866,0.2022538,80.90945512820514,1119.0,7.021084,759
SOX15,ENSG00000129194,Gene Expression,GRCh38,False,1685,0.46033654,0.3786669,66.24599358974359,2298.0,7.7402296,1350
FXR2,ENSG00000129245,Gene Expression,GRCh38,False,2125,0.63621795,0.49238744,57.43189102564102,3176.0,8.063693,1626
SHBG,ENSG00000129214,Gene Expression,GRCh38,False,25,0.005008013,0.0049955146,99.49919871794873,25.0,3.2580965,24
SAT2,ENSG00000141504,Gene Expression,GRCh38,False,2548,0.84715545,0.61364686,48.958333333333336,4229.0,8.349957,1878
ATP1B2,ENSG00000129244,Gene Expression,GRCh38,False,3827,2.4401042,1.2355018,23.337339743589748,12181.0,9.407715,2702
TP53,ENSG00000141510,Gene Expression,GRCh38,False,170,0.034855768,0.03426206,96.59455128205127,174.0,5.164786,131
WRAP53,ENSG00000141499,Gene Expression,GRCh38,False,253,0.052483976,0.05115306,94.93189102564102,262.0,5.572154,204
EFNB3,ENSG00000108947,Gene Expression,GRCh38,False,228,0.047876604,0.046765834,95.4326923076923,239.0,5.480639,188
DNAH2,ENSG00000183914,Gene Expression,GRCh38,False,80,0.016626602,0.016489893,98.3974358974359,83.0,4.4308167,60
KDM6B,ENSG00000132510,Gene Expression,GRCh38,False,961,0.22696315,0.20454213,80.74919871794873,1133.0,7.0335064,719
TMEM88,ENSG00000167874,Gene Expression,GRCh38,False,124,0.025440706,0.025122477,97.51602564102564,127.0,4.8520303,88
NAA38,ENSG00000183011,Gene Expression,GRCh38,False,3911,2.9953926,1.3851418,21.654647435897434,14953.0,9.612734,2894
CYB5D1,ENSG00000182224,Gene Expression,GRCh38,False,469,0.10196314,0.09709326,90.60496794871796,509.0,6.234411,373
CHD3,ENSG00000170004,Gene Expression,GRCh38,False,1186,0.28064904,0.24736701,76.24198717948718,1401.0,7.245655,915
RNF227,ENSG00000179859,Gene Expression,GRCh38,False,379,0.08153045,0.07837712,92.40785256410257,407.0,6.011267,307
KCNAB3,ENSG00000170049,Gene Expression,GRCh38,False,1260,0.3064904,0.26734444,74.75961538461539,1530.0,7.3336763,923
TRAPPC1,ENSG00000170043,Gene Expression,GRCh38,False,2144,0.70032054,0.5308168,57.05128205128205,3496.0,8.15966,1754
CNTROB,ENSG00000170037,Gene Expression,GRCh38,False,445,0.09415064,0.08997839,91.08573717948718,470.0,6.154858,351
GUCY2D,ENSG00000132518,Gene Expression,GRCh38,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887,14
ALOX12B,ENSG00000179477,Gene Expression,GRCh38,False,39,0.008213141,0.008179597,99.21875,41.0,3.7376697,27
ALOXE3,ENSG00000179148,Gene Expression,GRCh38,False,110,0.022035256,0.021795988,97.79647435897436,110.0,4.7095304,89
HES7,ENSG00000179111,Gene Expression,GRCh38,False,86,0.018028846,0.017868254,98.27724358974359,90.0,4.5108595,74
PER1,ENSG00000179094,Gene Expression,GRCh38,False,1774,0.48457533,0.39512876,64.46314102564102,2419.0,7.791523,1381
VAMP2,ENSG00000220205,Gene Expression,GRCh38,False,4044,2.8607771,1.3508685,18.990384615384613,14281.0,9.566755,2874
TMEM107,ENSG00000179029,Gene Expression,GRCh38,False,297,0.061498396,0.05968149,94.05048076923077,307.0,5.7300997,249
BORCS6,ENSG00000196544,Gene Expression,GRCh38,False,445,0.096754804,0.09235564,91.08573717948718,483.0,6.182085,383
LINC00324,ENSG00000178977,Gene Expression,GRCh38,False,51,0.010817308,0.0107592195,98.97836538461539,54.0,4.0073333,42
CTC1,ENSG00000178971,Gene Expression,GRCh38,False,714,0.16165866,0.14984886,85.69711538461539,807.0,6.694562,517
PFAS,ENSG00000178921,Gene Expression,GRCh38,False,363,0.077924676,0.0750376,92.72836538461539,389.0,5.966147,275
AC135178.6,ENSG00000269947,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,16
SLC25A35,ENSG00000125434,Gene Expression,GRCh38,False,56,0.011217949,0.0111554945,98.87820512820514,56.0,4.0430512,46
RANGRF,ENSG00000108961,Gene Expression,GRCh38,False,1255,0.30789262,0.26841715,74.85977564102564,1537.0,7.3382382,1027
ARHGEF15,ENSG00000198844,Gene Expression,GRCh38,False,25,0.0052083335,0.005194817,99.49919871794873,26.0,3.295837,19
KRBA2,ENSG00000184619,Gene Expression,GRCh38,False,43,0.008613782,0.008576895,99.1386217948718,43.0,3.7841897,30
RPL26,ENSG00000161970,Gene Expression,GRCh38,False,4216,4.6802883,1.737002,15.544871794871796,23364.0,10.058994,2966
NDEL1,ENSG00000166579,Gene Expression,GRCh38,False,1651,0.4471154,0.3695722,66.92708333333333,2232.0,7.711101,1303
MYH10,ENSG00000133026,Gene Expression,GRCh38,False,1704,0.47215545,0.38672763,65.86538461538461,2357.0,7.765569,1364
NTN1,ENSG00000065320,Gene Expression,GRCh38,False,351,0.07572115,0.072991274,92.96875,378.0,5.9375362,296
STX8,ENSG00000170310,Gene Expression,GRCh38,False,981,0.2391827,0.21445204,80.3485576923077,1194.0,7.0859013,804
AC087501.4,ENSG00000271851,Gene Expression,GRCh38,False,23,0.0052083335,0.005194817,99.53926282051282,26.0,3.295837,13
USP43,ENSG00000154914,Gene Expression,GRCh38,False,55,0.01181891,0.011749612,98.89823717948718,59.0,4.0943446,47
RCVRN,ENSG00000109047,Gene Expression,GRCh38,False,29,0.005809295,0.005792486,99.41907051282051,29.0,3.4011974,21
GAS7,ENSG00000007237,Gene Expression,GRCh38,False,3300,1.4260818,0.8862775,33.894230769230774,7119.0,8.870663,2339
MYH3,ENSG00000109063,Gene Expression,GRCh38,False,73,0.015024038,0.014912295,98.53766025641025,75.0,4.3307333,54
SCO1,ENSG00000133028,Gene Expression,GRCh38,False,497,0.107972756,0.102532,90.04407051282051,539.0,6.291569,407
ADPRM,ENSG00000170222,Gene Expression,GRCh38,False,125,0.025841346,0.025513101,97.49599358974359,129.0,4.8675346,105
TMEM220,ENSG00000187824,Gene Expression,GRCh38,False,125,0.026241988,0.025903575,97.49599358974359,131.0,4.882802,110
TMEM220-AS1,ENSG00000263400,Gene Expression,GRCh38,False,39,0.008213141,0.008179597,99.21875,41.0,3.7376697,35
PIRT,ENSG00000233670,Gene Expression,GRCh38,False,139,0.029046474,0.02863262,97.21554487179486,145.0,4.983607,121
AC015908.2,ENSG00000263508,Gene Expression,GRCh38,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493,10
SHISA6,ENSG00000188803,Gene Expression,GRCh38,False,2093,0.7610176,0.56589186,58.07291666666667,3799.0,8.242756,1771
DNAH9,ENSG00000007174,Gene Expression,GRCh38,False,85,0.017628206,0.01747463,98.29727564102564,88.0,4.4886365,78
AC005410.2,ENSG00000266368,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,14
ZNF18,ENSG00000154957,Gene Expression,GRCh38,False,97,0.01963141,0.019441199,98.05689102564102,98.0,4.59512,67
MAP2K4,ENSG00000065559,Gene Expression,GRCh38,False,1330,0.33754006,0.29083216,73.3573717948718,1685.0,7.4301143,1064
ARHGAP44,ENSG00000006740,Gene Expression,GRCh38,False,964,0.22576122,0.20356205,80.68910256410257,1127.0,7.0282016,766
ELAC2,ENSG00000006744,Gene Expression,GRCh38,False,990,0.23758014,0.21315797,80.16826923076923,1186.0,7.0791845,765
COX10-AS1,ENSG00000236088,Gene Expression,GRCh38,False,198,0.041666668,0.040821996,96.03365384615384,208.0,5.3423343,163
COX10,ENSG00000006695,Gene Expression,GRCh38,False,373,0.078725964,0.07578068,92.52804487179486,393.0,5.976351,302
HS3ST3B1,ENSG00000125430,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,11
PMP22,ENSG00000109099,Gene Expression,GRCh38,False,834,0.20072116,0.18292235,83.29326923076923,1002.0,6.910751,689
TEKT3,ENSG00000125409,Gene Expression,GRCh38,False,65,0.013020833,0.0129367905,98.69791666666666,65.0,4.189655,47
CDRT4,ENSG00000239704,Gene Expression,GRCh38,False,345,0.07431891,0.071686886,93.0889423076923,371.0,5.918894,268
TVP23C,ENSG00000175106,Gene Expression,GRCh38,False,55,0.011017628,0.010957376,98.89823717948718,55.0,4.0253515,42
CDRT1,ENSG00000241322,Gene Expression,GRCh38,False,15,0.0032051282,0.0032000027,99.69951923076923,16.0,2.8332133,10
TRIM16,ENSG00000221926,Gene Expression,GRCh38,False,181,0.037059296,0.03638911,96.37419871794873,185.0,5.2257466,139
ZNF286A,ENSG00000187607,Gene Expression,GRCh38,False,491,0.10616987,0.10090348,90.16426282051282,530.0,6.274762,398
TBC1D26,ENSG00000214946,Gene Expression,GRCh38,False,24,0.0048076925,0.0047961725,99.51923076923077,24.0,3.218876,14
AC015922.3,ENSG00000276855,Gene Expression,GRCh38,False,308,0.06610577,0.06401254,93.8301282051282,330.0,5.8021183,260
ADORA2B,ENSG00000170425,Gene Expression,GRCh38,False,155,0.032451924,0.03193648,96.89503205128204,162.0,5.09375,144
ZSWIM7,ENSG00000214941,Gene Expression,GRCh38,False,1029,0.24439102,0.21864627,79.38701923076923,1220.0,7.1074257,847
TTC19,ENSG00000011295,Gene Expression,GRCh38,False,1817,0.50140226,0.40639952,63.60176282051282,2503.0,7.825645,1380
AC002553.2,ENSG00000275413,Gene Expression,GRCh38,False,253,0.051883012,0.050581902,94.93189102564102,259.0,5.560682,192
NCOR1,ENSG00000141027,Gene Expression,GRCh38,False,1815,0.49379006,0.40131655,63.64182692307692,2465.0,7.810353,1393
AC002553.1,ENSG00000227782,Gene Expression,GRCh38,False,44,0.009014423,0.008974035,99.11858974358975,45.0,3.8286414,32
PIGL,ENSG00000108474,Gene Expression,GRCh38,False,555,0.11919071,0.11260584,88.88221153846155,595.0,6.3902407,427
CENPV,ENSG00000166582,Gene Expression,GRCh38,False,1443,0.3603766,0.30776158,71.09375,1799.0,7.495542,1129
UBB,ENSG00000170315,Gene Expression,GRCh38,False,4481,7.497396,2.1397598,10.236378205128204,37427.0,10.530174,2988
AC093484.3,ENSG00000265401,Gene Expression,GRCh38,False,40,0.008012821,0.007980889,99.19871794871796,40.0,3.713572,33
TRPV2,ENSG00000187688,Gene Expression,GRCh38,False,85,0.017427884,0.01727776,98.29727564102564,87.0,4.477337,63
SNHG29,ENSG00000175061,Gene Expression,GRCh38,False,3699,2.045072,1.1135246,25.901442307692314,10209.0,9.231123,2722
LRRC75A,ENSG00000181350,Gene Expression,GRCh38,False,1151,0.3601763,0.30761433,76.94310897435898,1798.0,7.494986,795
ZNF287,ENSG00000141040,Gene Expression,GRCh38,False,217,0.045072116,0.044085894,95.65304487179486,225.0,5.420535,180
ZNF624,ENSG00000197566,Gene Expression,GRCh38,False,73,0.014623397,0.014517507,98.53766025641025,73.0,4.304065,56
CCDC144A,ENSG00000170160,Gene Expression,GRCh38,False,71,0.014623397,0.014517507,98.57772435897436,73.0,4.304065,51
AC022596.1,ENSG00000264729,Gene Expression,GRCh38,False,17,0.0036057692,0.003599284,99.65945512820514,18.0,2.944439,12
MPRIP,ENSG00000133030,Gene Expression,GRCh38,False,3168,1.3451523,0.85235035,36.53846153846154,6715.0,8.812248,2385
PLD6,ENSG00000179598,Gene Expression,GRCh38,False,692,0.15504807,0.14414196,86.13782051282051,774.0,6.652863,507
FLCN,ENSG00000154803,Gene Expression,GRCh38,False,934,0.22736378,0.2048686,81.2900641025641,1135.0,7.035269,655
COPS3,ENSG00000141030,Gene Expression,GRCh38,False,1350,0.34375,0.29546422,72.95673076923077,1716.0,7.4483337,1100
NT5M,ENSG00000205309,Gene Expression,GRCh38,False,622,0.14142628,0.1322786,87.5400641025641,706.0,6.561031,510
MED9,ENSG00000141026,Gene Expression,GRCh38,False,761,0.17047276,0.15740773,84.75560897435898,851.0,6.7475867,625
RASD1,ENSG00000108551,Gene Expression,GRCh38,False,1616,0.60997593,0.47621924,67.62820512820514,3045.0,8.0215845,1391
PEMT,ENSG00000133027,Gene Expression,GRCh38,False,1069,0.26923078,0.23841104,78.58573717948718,1344.0,7.2041492,897
RAI1,ENSG00000108557,Gene Expression,GRCh38,False,1210,0.29366988,0.25748304,75.76121794871796,1466.0,7.2909746,929
SREBF1,ENSG00000072310,Gene Expression,GRCh38,False,1205,0.3263221,0.2824098,75.8613782051282,1629.0,7.396335,993
TOM1L2,ENSG00000175662,Gene Expression,GRCh38,False,2582,0.89022434,0.6366955,48.27724358974359,4444.0,8.399535,1997
DRC3,ENSG00000171962,Gene Expression,GRCh38,False,62,0.012419872,0.012343378,98.75801282051282,62.0,4.1431346,47
ATPAF2,ENSG00000171953,Gene Expression,GRCh38,False,439,0.096354164,0.09199028,91.20592948717949,481.0,6.177944,358
